Timestamp,EX1_FAN_IN_RH_ITL,EX1_FAN_OUT_RH_ITL,FA1_FAN_IN_RH_ITL,FA1_FAN_OUT_RH_ITL,class
20-03-2018 09:58:00,58.55,48.25,41.29,53.06,1
20-03-2018 09:59:00,57.59,47.77,40.84,52.47,1
20-03-2018 10:00:00,57.41,47.7,40.97,52.44,1
20-03-2018 10:01:00,58.61,48.01,41.08,52.85,1
20-03-2018 10:02:00,60.12,48.47,41.18,53.47,1
20-03-2018 10:03:00,61.31,48.95,41.49,54.15,1
20-03-2018 10:04:00,61.78,49.09,41.36,54.39,1
20-03-2018 10:05:00,61.75,49.11,41.26,54.42,1
20-03-2018 10:06:00,61.21,49.21,41.56,54.36,1
20-03-2018 10:07:00,49.89,46.46,40.85,47.64,4
20-03-2018 10:08:00,49.58,46.49,40.95,47.47,4
20-03-2018 10:09:00,49.34,46.56,41.05,47.47,4
20-03-2018 10:10:00,49.17,46.7,41.16,47.37,4
20-03-2018 10:11:00,49.05,46.63,41.01,47.46,4
20-03-2018 10:12:00,48.76,46.72,41.16,47.25,4
20-03-2018 10:13:00,48.58,46.66,41.25,47.12,4
20-03-2018 10:14:00,48.47,46.72,41.31,47.12,4
20-03-2018 10:15:00,48.34,46.99,41.52,47.12,4
20-03-2018 10:16:00,48.24,46.99,41.45,47.27,4
20-03-2018 10:17:00,48.16,46.82,41.35,47.31,4
20-03-2018 10:18:00,47.96,46.41,40.94,46.83,4
20-03-2018 10:19:00,47.72,46.62,41.11,46.67,4
20-03-2018 10:20:00,47.67,46.68,41.18,46.7,4
20-03-2018 10:21:00,47.67,46.86,41.42,46.93,4
20-03-2018 10:22:00,47.57,46.68,41.11,46.86,4
20-03-2018 10:23:00,47.54,46.72,41.21,46.76,4
20-03-2018 10:24:00,47.5,46.86,41.36,46.83,4
20-03-2018 10:25:00,47.44,46.96,41.5,46.89,4
20-03-2018 10:26:00,47.47,47.22,41.57,47.16,4
20-03-2018 10:27:00,47.37,46.71,41.12,46.89,4
20-03-2018 10:28:00,47.29,46.91,41.39,46.89,4
20-03-2018 10:29:00,47.29,46.93,41.22,46.99,4
20-03-2018 10:30:00,47.18,46.76,41.14,46.85,4
20-03-2018 10:31:00,47.09,46.76,41.21,46.78,4
20-03-2018 10:32:00,47.09,46.48,40.81,46.89,4
20-03-2018 10:33:00,46.99,46.45,40.72,46.71,4
20-03-2018 10:34:00,47.05,46.35,40.76,46.75,4
20-03-2018 10:35:00,47.01,46.35,40.55,46.75,4
20-03-2018 10:36:00,46.99,46.28,40.6,46.71,4
20-03-2018 10:37:00,46.99,46.15,40.5,46.61,4
20-03-2018 10:38:00,46.99,46.28,40.63,46.68,4
20-03-2018 10:39:00,47.05,46.25,40.6,46.68,4
20-03-2018 10:40:00,47.09,46.01,40.26,46.68,4
20-03-2018 10:41:00,47.05,46.15,40.5,46.64,4
20-03-2018 10:42:00,47.06,46.08,40.49,46.58,4
20-03-2018 10:43:00,47.09,46.52,40.86,46.64,4
20-03-2018 10:44:00,47.18,45.94,40.22,46.68,4
20-03-2018 10:45:00,47.05,45.91,40.15,46.51,4
20-03-2018 10:46:00,46.99,46.22,40.52,46.51,4
20-03-2018 10:47:00,46.92,45.98,40.15,46.58,4
20-03-2018 10:48:00,46.92,46.28,40.52,46.64,4
20-03-2018 10:49:00,46.96,46.35,40.55,46.75,4
20-03-2018 10:50:00,47.16,46.26,40.5,46.96,4
20-03-2018 10:51:00,47.28,46.39,40.74,47.16,4
20-03-2018 10:52:00,47.44,46.57,40.95,47.38,4
20-03-2018 10:53:00,47.58,46.88,41.22,47.57,4
20-03-2018 10:54:00,47.72,46.98,41.39,47.69,4
20-03-2018 10:55:00,47.89,46.86,41.23,47.89,4
20-03-2018 10:56:00,48.02,46.62,40.93,48.03,4
20-03-2018 10:57:00,48.06,46.51,40.93,48.13,4
20-03-2018 10:58:00,48.1,46.58,41,48.2,4
20-03-2018 10:59:00,48.24,46.46,40.79,48.3,4
20-03-2018 11:00:00,48.27,46.59,40.94,48.34,4
20-03-2018 11:01:00,52.04,43.59,37.41,47.6,1
20-03-2018 11:02:00,52.45,43.67,37.43,47.89,1
20-03-2018 11:03:00,53.1,43.95,37.74,48.34,1
20-03-2018 11:04:00,53.71,44.23,37.97,48.92,1
20-03-2018 11:05:00,54.39,44.57,38.3,49.4,1
20-03-2018 11:06:00,55.93,44.61,37.88,49.92,1
20-03-2018 11:07:00,58,45.47,38.5,51.1,1
20-03-2018 11:08:00,59.91,46.25,38.75,52.23,1
20-03-2018 11:09:00,61.25,46.59,38.52,52.85,1
20-03-2018 11:10:00,62.1,47.1,38.64,53.5,1
20-03-2018 11:11:00,59.17,46.72,38.69,52.73,1
20-03-2018 11:12:00,57.45,46.27,38.37,51.95,1
20-03-2018 11:13:00,56.37,46.26,38.72,51.53,1
20-03-2018 11:14:00,55.43,45.5,37.74,50.61,1
20-03-2018 11:15:00,54.82,45.39,38.05,50.24,1
20-03-2018 11:16:00,54.26,45.35,38.16,49.89,1
20-03-2018 11:17:00,53.41,45.22,38.36,49.44,1
20-03-2018 11:18:00,53.08,45.28,38.58,49.34,1
20-03-2018 11:19:00,52.49,44.77,38,48.73,1
20-03-2018 11:20:00,51.96,44.3,37.4,48.15,1
20-03-2018 11:21:00,51.6,44.34,37.71,47.97,1
20-03-2018 11:22:00,51.25,44.03,37.45,47.57,1
20-03-2018 11:23:00,51.13,44.44,38.07,47.77,1
20-03-2018 11:24:00,51.03,44.25,37.66,47.73,1
20-03-2018 11:25:00,50.99,44.32,37.88,47.73,1
20-03-2018 11:26:00,50.69,44.11,37.49,47.48,1
20-03-2018 11:27:00,50.02,43.55,37.11,46.74,1
20-03-2018 11:28:00,49.95,43.61,37.28,46.78,1
20-03-2018 11:29:00,49.82,43.82,37.7,46.81,1
20-03-2018 11:30:00,49.75,43.58,37.2,46.67,1
20-03-2018 11:31:00,49.85,43.35,36.69,46.53,1
20-03-2018 11:32:00,51.11,43.43,36.75,46.84,1
20-03-2018 11:33:00,51.91,43.78,37.49,47.47,1
20-03-2018 11:34:00,52.17,43.55,36.88,47.55,1
20-03-2018 11:35:00,52.65,43.75,37.21,48.01,1
20-03-2018 11:36:00,52.65,43.8,37.17,48.08,1
20-03-2018 11:37:00,53.01,43.09,36.33,47.79,1
20-03-2018 11:38:00,53.21,43.23,36.53,48.01,1
20-03-2018 11:39:00,53.36,42.83,35.98,47.88,1
20-03-2018 11:40:00,54.01,43.21,36.27,48.32,1
20-03-2018 11:41:00,56.25,43.64,36.18,49.4,1
20-03-2018 11:42:00,58.61,44.33,36.41,50.52,1
20-03-2018 11:43:00,60.5,44.56,35.76,51.52,1
20-03-2018 11:44:00,61.66,45.03,36.33,52.07,1
20-03-2018 11:45:00,62.57,45.73,36.82,52.67,1
20-03-2018 11:46:00,60.94,45.77,37.1,52.43,1
20-03-2018 11:47:00,57.33,45.37,37.28,51.37,1
20-03-2018 11:48:00,56.16,45.25,37.4,50.73,1
20-03-2018 11:49:00,54.91,44.67,36.81,49.75,1
20-03-2018 11:50:00,54.32,44.66,37.2,49.5,1
20-03-2018 11:51:00,53.38,44.35,37.06,48.92,1
20-03-2018 11:52:00,52.85,43.84,36.17,48.31,1
20-03-2018 11:53:00,52.2,42.85,34.63,47.32,1
20-03-2018 11:54:00,51.11,42.19,34.17,46.51,1
20-03-2018 11:55:00,50.65,42.06,34.49,46.2,1
20-03-2018 11:56:00,50.08,41.92,34.47,45.93,1
20-03-2018 11:57:00,50.14,42.21,34.95,46.09,1
20-03-2018 11:58:00,50.07,42.42,35.43,46.18,1
20-03-2018 11:59:00,50.06,42.75,36.02,46.38,1
20-03-2018 12:00:00,49.96,42.84,36.23,46.47,1
20-03-2018 12:01:00,49.98,43.19,36.73,46.57,1
20-03-2018 12:02:00,50.02,43.32,37.11,46.7,1
20-03-2018 12:03:00,49.85,43.26,37.08,46.5,1
20-03-2018 12:04:00,49.58,43.19,36.98,46.39,1
20-03-2018 12:05:00,49.71,43.67,37.66,46.76,1
20-03-2018 12:06:00,49.7,43.56,37.53,46.7,1
20-03-2018 12:07:00,50.69,43.78,37.6,47.03,1
20-03-2018 12:08:00,51.75,43.76,37.35,47.43,1
20-03-2018 12:09:00,52.49,44.01,37.94,47.94,1
20-03-2018 12:10:00,53.23,43.78,37.24,48.13,1
20-03-2018 12:11:00,53.77,44.27,37.84,48.66,1
20-03-2018 12:12:00,54.3,44,37.23,48.83,1
20-03-2018 12:13:00,54.76,44.42,37.82,49.38,1
20-03-2018 12:14:00,55.52,44.25,37.4,49.53,1
20-03-2018 12:15:00,56.81,44.65,37.62,50.3,1
20-03-2018 12:16:00,58.72,44.49,36.73,50.78,1
20-03-2018 12:17:00,60.5,45.3,37.11,51.87,1
20-03-2018 12:18:00,61.86,45.54,36.94,52.43,1
20-03-2018 12:19:00,62.74,45.86,37.19,52.85,1
20-03-2018 12:20:00,62.65,46.07,37.06,52.94,1
20-03-2018 12:21:00,57.97,45.49,37.18,51.69,1
20-03-2018 12:22:00,56.46,45.11,37.08,50.8,1
20-03-2018 12:23:00,55.41,44.83,36.9,50.18,1
20-03-2018 12:24:00,54.38,44.55,36.9,49.53,1
20-03-2018 12:25:00,53.67,44.37,36.73,49.11,1
20-03-2018 12:26:00,53.2,44.34,37.17,48.77,1
20-03-2018 12:27:00,52.78,44.22,36.82,48.53,1
20-03-2018 12:28:00,52.11,43.85,36.76,48.02,1
20-03-2018 12:29:00,51.93,44.18,37.58,48.07,1
20-03-2018 12:30:00,51.72,44.06,37.28,47.94,1
20-03-2018 12:31:00,51.28,43.73,36.94,47.53,1
20-03-2018 12:32:00,51.13,43.9,37.45,47.55,1
20-03-2018 12:33:00,50.99,43.75,37.08,47.45,1
20-03-2018 12:34:00,50.86,43.61,36.95,47.34,1
20-03-2018 12:35:00,50.65,43.63,37.12,47.27,1
20-03-2018 12:36:00,50.25,43.14,36.39,46.79,1
20-03-2018 12:37:00,50.11,43,36.25,46.65,1
20-03-2018 12:38:00,49.84,42.77,36.25,46.41,1
20-03-2018 12:39:00,49.6,42.62,35.79,46.25,1
20-03-2018 12:40:00,49.5,42.18,35.28,45.83,1
20-03-2018 12:41:00,51.07,42.74,36.05,46.45,1
20-03-2018 12:42:00,51.91,43.01,36.3,47.01,1
20-03-2018 12:43:00,52.2,42.86,36,47.2,1
20-03-2018 12:44:00,52.53,42.63,35.69,47.15,1
20-03-2018 12:45:00,52.91,42.65,35.88,47.34,1
20-03-2018 12:46:00,53.21,42.82,36.14,47.72,1
20-03-2018 12:47:00,58.81,51.35,36.32,48.12,3
20-03-2018 12:48:00,58.61,51.77,36.21,48.32,3
20-03-2018 12:49:00,58.09,51.8,36.02,48.86,3
20-03-2018 12:50:00,57.19,51.39,36.02,48.9,3
20-03-2018 12:51:00,56.42,50.92,36.16,48.5,3
20-03-2018 12:52:00,55.96,50.48,35.58,48.34,3
20-03-2018 12:53:00,55.67,50.37,36.09,48.41,3
20-03-2018 12:54:00,55.78,50.58,36.33,48.59,3
20-03-2018 12:55:00,55.87,50.82,36.53,49.19,3
20-03-2018 12:56:00,55.67,50.85,36.53,49.63,3
20-03-2018 12:57:00,55.29,50.58,36.09,49.8,3
20-03-2018 12:58:00,54.91,50.34,35.9,49.64,3
20-03-2018 12:59:00,54.79,50.21,36.36,49.4,3
20-03-2018 13:00:00,54.94,50.34,36.34,49.68,3
20-03-2018 13:01:00,55,50.47,36.31,50.18,3
20-03-2018 13:02:00,54.79,50.37,36.14,50.32,3
20-03-2018 13:03:00,54.59,50.27,36.29,50.35,3
20-03-2018 13:04:00,54.3,50.07,36.31,50.16,3
20-03-2018 13:05:00,54,49.76,35.92,49.99,3
20-03-2018 13:06:00,54.23,49.83,36.56,49.85,3
20-03-2018 13:07:00,54.3,50.03,36.3,50.14,3
20-03-2018 13:08:00,54.3,50.13,36.43,50.6,3
20-03-2018 13:09:00,54.2,50.07,36.08,50.77,3
20-03-2018 13:10:00,54,50.03,36.69,50.77,3
20-03-2018 13:11:00,53.71,49.76,36.79,50.4,3
20-03-2018 13:12:00,53.68,49.49,36.27,50.27,3
20-03-2018 13:13:00,53.77,49.39,36.21,50.74,3
20-03-2018 13:14:00,53.79,49.29,36.51,51.01,3
20-03-2018 13:15:00,53.88,49.02,36.34,51.23,3
20-03-2018 13:16:00,53.91,48.72,36.24,51.17,3
20-03-2018 13:17:00,53.97,48.66,36.38,50.9,3
20-03-2018 13:18:00,54.36,48.83,36.87,50.47,3
20-03-2018 13:19:00,55.29,49.34,36.34,50.7,3
20-03-2018 13:20:00,57.01,50.32,36.43,51.04,3
20-03-2018 13:21:00,58.17,51.09,36.19,51.2,3
20-03-2018 15:28:00,57.52,45.1,37.3,51.23,1
20-03-2018 15:29:00,59.38,45.17,36.47,51.82,1
20-03-2018 15:30:00,61.04,45.19,36.14,52.35,1
20-03-2018 15:31:00,61.88,45.06,35.66,52.49,1
20-03-2018 15:32:00,59.68,45.02,35.82,52.14,1
20-03-2018 15:33:00,57.54,44.85,36.07,51.28,1
20-03-2018 15:34:00,56.43,44.87,36.38,50.78,1
20-03-2018 15:35:00,55.7,44.66,36.27,50.34,1
20-03-2018 15:36:00,54.84,44.45,36.18,49.82,1
20-03-2018 15:37:00,54.17,44.07,36.01,49.37,1
20-03-2018 15:38:00,53.65,44.01,36.12,48.92,1
20-03-2018 15:39:00,53.17,43.93,35.8,48.62,1
20-03-2018 15:40:00,52.4,43.52,35.83,48.04,1
20-03-2018 15:41:00,52.06,43.52,36.07,47.83,1
20-03-2018 15:42:00,51.67,43.45,36.18,47.56,1
20-03-2018 15:43:00,51.49,43.52,36.32,47.52,1
20-03-2018 15:44:00,51.37,43.73,36.69,47.58,1
20-03-2018 15:45:00,51.26,43.49,36.25,47.31,1
20-03-2018 15:46:00,50.76,43.03,35.85,46.9,1
20-03-2018 15:47:00,50.44,43.22,36.3,46.8,1
20-03-2018 15:48:00,50.31,43.05,36.17,46.64,1
20-03-2018 15:49:00,50.54,43.09,35.92,46.69,1
20-03-2018 15:50:00,51.96,43.68,36.41,47.58,1
20-03-2018 15:51:00,52.91,43.52,36.12,47.79,1
20-03-2018 15:52:00,53.33,43.35,35.84,47.92,1
20-03-2018 15:53:00,53.94,43.35,35.77,48.22,1
20-03-2018 15:54:00,54.39,43.29,35.79,48.34,1
20-03-2018 15:55:00,54.97,43.41,35.72,48.69,1
20-03-2018 15:56:00,55.43,43.38,35.66,48.93,1
20-03-2018 15:57:00,54.5,42.24,35.83,43.4,5
20-03-2018 15:58:00,53.56,42.09,35.79,42.98,5
20-03-2018 15:59:00,52.85,42.14,35.73,42.82,5
20-03-2018 16:00:00,52.38,42.14,36.05,42.84,5
20-03-2018 16:01:00,51.94,42.11,35.98,42.84,5
20-03-2018 16:02:00,51.56,41.83,35.63,42.51,5
20-03-2018 16:03:00,50.12,41.27,35.05,41.95,5
20-03-2018 16:04:00,49.37,41.27,35.29,41.74,5
20-03-2018 16:05:00,48.96,41.2,35.29,41.81,5
20-03-2018 16:06:00,48.52,41.29,35.53,41.77,5
20-03-2018 16:07:00,48.37,41.49,35.7,41.87,5
20-03-2018 16:08:00,48.03,41.42,35.28,41.77,5
20-03-2018 16:09:00,47.28,41.17,35.31,41.45,5
20-03-2018 16:10:00,47.01,41.2,35.34,41.49,5
20-03-2018 16:11:00,47.1,41.24,35.33,41.52,5
20-03-2018 16:12:00,46.55,41.13,35.37,41.42,5
20-03-2018 16:13:00,46.55,41.13,35.12,41.35,5
20-03-2018 16:14:00,48.85,41.04,35.33,41.52,5
20-03-2018 16:15:00,48.15,41.17,35.47,41.5,5
20-03-2018 16:16:00,47.83,41.15,35.43,41.5,5
20-03-2018 16:17:00,47.65,41.55,35.72,41.77,5
20-03-2018 16:18:00,47.57,41.71,35.8,41.67,5
20-03-2018 16:19:00,47.65,41.24,35.47,41.46,5
20-03-2018 16:20:00,47.94,41.55,35.85,41.68,5
20-03-2018 16:21:00,48.64,41.62,35.89,41.81,5
20-03-2018 16:22:00,50.82,41.13,35.34,41.65,5
20-03-2018 16:23:00,52.88,41.37,35.5,42.05,5
20-03-2018 16:24:00,51.71,41,35.34,41.59,5
20-03-2018 16:25:00,51.09,41.34,35.72,41.9,5
20-03-2018 16:26:00,50.44,41.3,35.47,41.85,5
20-03-2018 16:27:00,49.66,41.37,35.47,41.74,5
20-03-2018 16:28:00,48.91,41,35.05,41.46,5
20-03-2018 16:29:00,48.5,41.13,35.24,41.46,5
20-03-2018 16:30:00,48.12,41.16,35.28,41.52,5
20-03-2018 16:31:00,47.97,41.13,35.15,41.49,5
20-03-2018 16:32:00,47.49,41.06,35.26,41.35,5
20-03-2018 16:33:00,47.22,41.09,35.29,41.32,5
20-03-2018 16:34:00,46.6,41.04,35.29,41.21,5
20-03-2018 16:35:00,46.53,41.17,35.61,41.35,5
20-03-2018 16:36:00,46.65,41.34,35.4,41.52,5
20-03-2018 16:37:00,46.24,41.24,35.28,41.37,5
20-03-2018 16:38:00,46.03,41.24,35.41,41.23,5
20-03-2018 16:39:00,45.77,41.37,35.56,41.39,5
20-03-2018 16:40:00,45.86,41.44,35.56,41.51,5
20-03-2018 16:41:00,45.79,41.3,35.61,41.39,5
20-03-2018 16:42:00,45.57,41.62,35.94,41.52,5
20-03-2018 16:43:00,45.74,41.96,36.21,41.69,5
20-03-2018 16:44:00,45.43,41.65,35.97,41.52,5
20-03-2018 16:45:00,45.12,41.49,35.88,41.46,5
20-03-2018 16:46:00,44.93,41.6,36.14,41.53,5
20-03-2018 16:47:00,45.32,42.07,36.38,41.87,5
20-03-2018 16:48:00,45.45,41.94,36.07,41.76,5
20-03-2018 16:49:00,46.18,42.1,36.31,41.89,5
20-03-2018 16:50:00,46.37,42.23,36.55,42,5
20-03-2018 16:51:00,46.8,42.27,36.47,42.18,5
20-03-2018 16:52:00,47.28,42.44,36.56,42.25,5
20-03-2018 16:53:00,47.83,42.44,36.56,42.21,5
20-03-2018 16:54:00,48.52,42.1,36.19,42.07,5
20-03-2018 16:55:00,48.94,42.1,36.4,42.12,5
20-03-2018 16:56:00,49.35,42.13,36.29,42.29,5
20-03-2018 16:57:00,49.99,42.2,36.55,42.36,5
20-03-2018 16:58:00,51.44,42.07,36.33,42.37,5
20-03-2018 16:59:00,53.52,42.51,36.8,42.84,5
20-03-2018 17:00:00,53.76,42.54,36.73,43.01,5
20-03-2018 17:01:00,52.27,42.44,36.65,42.84,5
20-03-2018 17:02:00,51.37,42.71,37.19,42.95,5
20-03-2018 17:03:00,50.82,42.27,36.33,42.58,5
20-03-2018 17:04:00,49.64,42,36.26,42.19,5
20-03-2018 17:05:00,48.92,41.45,35.65,41.74,5
20-03-2018 17:06:00,48.15,41.52,35.9,41.81,5
20-03-2018 17:07:00,48.26,41.72,35.85,41.92,5
20-03-2018 17:08:00,47.72,41.25,35.33,41.5,5
20-03-2018 17:09:00,47.21,41.36,35.47,41.5,5
20-03-2018 17:10:00,46.96,41.37,35.33,41.52,5
20-03-2018 17:11:00,46.76,41.41,35.5,41.49,5
20-03-2018 17:12:00,46.69,41.49,35.72,41.55,5
20-03-2018 17:13:00,46.44,41.55,35.56,41.52,5
20-03-2018 17:14:00,46.2,41.51,35.63,41.49,5
20-03-2018 17:15:00,45.86,41.24,35.4,41.35,5
20-03-2018 17:16:00,45.65,41.36,35.61,41.35,5
20-03-2018 17:17:00,45.52,41.15,35.29,41.25,5
20-03-2018 17:18:00,45.27,41.24,35.26,41.17,5
20-03-2018 17:19:00,44.97,41.04,35.09,40.97,5
20-03-2018 17:20:00,44.93,41.27,35.54,41.18,5
20-03-2018 17:21:00,44.99,41.39,35.72,41.28,5
20-03-2018 17:22:00,45.83,41.29,35.61,41.35,5
20-03-2018 17:23:00,45.93,41.49,35.83,41.49,5
20-03-2018 17:24:00,45.38,41.65,36.04,41.46,5
20-03-2018 17:25:00,45.5,41.39,35.66,41.33,5
20-03-2018 17:26:00,45.65,41.57,35.87,41.48,5
20-03-2018 17:27:00,45.9,41.84,36.19,41.65,5
20-03-2018 17:28:00,46.47,42,36.31,41.76,5
20-03-2018 17:29:00,46.88,41.97,36.39,41.83,5
20-03-2018 17:30:00,48.09,42.14,36.59,42.07,5
20-03-2018 17:31:00,50.44,42.18,36.75,42.42,5
20-03-2018 17:32:00,52.68,42.35,36.66,42.75,5
20-03-2018 17:33:00,52,42.58,36.69,42.89,5
20-03-2018 17:34:00,51.29,42.52,36.55,42.61,5
20-03-2018 17:35:00,50.59,42.62,36.97,42.61,5
20-03-2018 17:36:00,50.01,42.31,36.63,42.54,5
20-03-2018 17:37:00,49.66,42.7,37.11,42.81,5
20-03-2018 17:38:00,49.25,42.46,36.68,42.58,5
20-03-2018 17:39:00,47.72,42.63,36.38,44.98,1
20-03-2018 17:40:00,47.83,42.73,36.54,45.15,1
20-03-2018 17:41:00,47.86,42.73,36.75,45.18,1
20-03-2018 17:42:00,47.86,42.66,36.56,45.12,1
20-03-2018 17:43:00,48.03,42.7,36.47,45.25,1
20-03-2018 17:44:00,48.19,42.8,36.72,45.41,1
20-03-2018 17:45:00,48.21,42.93,37.01,45.41,1
20-03-2018 17:46:00,48.34,43.02,37.06,45.53,1
20-03-2018 17:47:00,48.31,42.93,36.82,45.5,1
20-03-2018 17:48:00,48.41,43.02,36.96,45.6,1
20-03-2018 17:49:00,48.41,43.02,36.96,45.63,1
20-03-2018 17:50:00,48.28,42.88,36.93,45.5,1
20-03-2018 17:51:00,48.41,42.95,37,45.56,1
20-03-2018 17:52:00,48.41,43.02,36.96,45.67,1
20-03-2018 17:53:00,48.41,43.05,37.05,45.7,1
20-03-2018 17:54:00,48.41,43.02,37.01,45.7,1
20-03-2018 17:55:00,48.34,43.09,37.25,45.67,1
20-03-2018 17:56:00,48.38,43.15,37.39,45.7,1
20-03-2018 17:57:00,48.51,43.4,37.67,45.91,1
20-03-2018 17:58:00,48.58,43.42,37.45,46.01,1
20-03-2018 17:59:00,48.58,43.5,37.95,46.01,1
20-03-2018 18:00:00,48.65,43.5,37.87,46.04,1
20-03-2018 18:01:00,49.34,43.71,38.29,46.32,1
20-03-2018 18:02:00,50.18,43.75,37.95,46.67,1
20-03-2018 18:03:00,50.81,43.73,37.87,46.94,1
20-03-2018 18:04:00,51.19,43.8,38.04,47.22,1
20-03-2018 18:05:00,51.64,43.78,38.04,47.48,1
20-03-2018 18:06:00,52.07,44.13,38.46,47.93,1
20-03-2018 18:07:00,52.37,44.29,38.47,48.25,1
20-03-2018 18:08:00,52.9,44.29,38.4,48.6,1
20-03-2018 18:09:00,54.68,44.62,38.17,49.4,1
20-03-2018 18:10:00,57,45.16,38.24,50.44,1
20-03-2018 18:11:00,59.21,46.12,38.82,51.76,1
20-03-2018 18:12:00,60.19,46.53,38.85,52.44,1
20-03-2018 18:13:00,58,46.53,38.98,52.11,1
20-03-2018 18:14:00,56.13,45.9,38.33,51.14,1
20-03-2018 18:15:00,55.46,46.04,39.01,50.85,1
20-03-2018 18:16:00,55.06,46.21,39.44,50.67,1
20-03-2018 18:17:00,54.38,46.2,39.62,50.4,1
20-03-2018 18:18:00,53.79,46.06,39.62,49.96,1
20-03-2018 18:19:00,53.17,45.8,39.52,49.48,1
20-03-2018 18:20:00,52.82,45.83,39.77,49.4,1
20-03-2018 18:21:00,52.53,45.86,39.84,49.27,1
20-03-2018 18:22:00,52.26,45.45,39.17,48.9,1
20-03-2018 18:23:00,51.97,45.47,39.44,48.79,1
20-03-2018 18:24:00,51.65,45.3,39.33,48.59,1
20-03-2018 18:25:00,51.37,44.99,38.9,48.22,1
20-03-2018 18:26:00,51.37,45.13,39.2,48.31,1
20-03-2018 18:27:00,51.29,45.1,38.96,48.24,1
20-03-2018 18:28:00,50.92,44.65,38.4,47.77,1
20-03-2018 18:29:00,50.85,44.85,39,47.86,1
20-03-2018 18:30:00,50.96,45.09,39.47,48,1
20-03-2018 18:31:00,50.72,44.99,39.35,47.83,1
20-03-2018 18:32:00,50.85,45.33,39.89,48.1,1
20-03-2018 18:33:00,50.88,45.54,40.13,48.23,1
20-03-2018 18:34:00,50.55,45.06,39.24,47.83,1
20-03-2018 18:35:00,50.35,44.92,39.14,47.67,1
20-03-2018 18:36:00,50.41,45.06,39.55,47.73,1
20-03-2018 18:37:00,50.31,44.82,38.96,47.56,1
20-03-2018 18:38:00,50.24,44.65,38.69,47.45,1
20-03-2018 18:39:00,50.18,44.58,38.72,47.42,1
20-03-2018 18:40:00,50.11,44.65,38.96,47.38,1
20-03-2018 18:41:00,50.14,44.78,39.14,47.45,1
20-03-2018 18:42:00,50.34,45.02,39.56,47.62,1
20-03-2018 18:43:00,50.18,44.89,39.18,47.52,1
20-03-2018 18:44:00,50.21,44.89,39.21,47.55,1
20-03-2018 18:45:00,50.14,44.82,39.14,47.52,1
20-03-2018 18:46:00,50.21,44.82,39.17,47.48,1
